seed,fold,epoch,g_physics,g_esm
2026,4,37,0.38637489080429077,0.7341418862342834
2026,4,38,0.3874704837799072,0.7261602282524109
2026,4,39,0.3674071133136749,0.7349579334259033
2026,4,40,0.37367478013038635,0.7154641151428223
2026,4,41,0.35386043787002563,0.7039302587509155
2026,4,42,0.33595651388168335,0.7037143111228943
2026,4,43,0.36046144366264343,0.6694302558898926
2026,4,44,0.38330501317977905,0.6815851926803589
2026,4,45,0.35956940054893494,0.6710047721862793
2026,4,46,0.36504849791526794,0.668681263923645
2026,4,47,0.36770954728126526,0.6792487502098083
2026,4,48,0.3444100320339203,0.644161581993103
2026,4,49,0.3407164216041565,0.6502190828323364
2026,4,50,0.32645055651664734,0.6485472917556763
2026,4,51,0.32863008975982666,0.63060462474823
2027,0,0,0.5060626268386841,0.4973546862602234
2027,0,1,0.5093719959259033,0.49594396352767944
2027,0,2,0.5111652612686157,0.49397140741348267
2027,0,3,0.5036221742630005,0.4967120289802551
2027,0,4,0.5000048875808716,0.4993547201156616
2027,0,5,0.49770990014076233,0.5024011731147766
2027,0,6,0.49587082862854004,0.5122272968292236
2027,0,7,0.4949679374694824,0.5268991589546204
2027,0,8,0.4963284432888031,0.5349961519241333
2027,0,9,0.49578776955604553,0.549487829208374
2027,0,10,0.4995135962963104,0.5650882720947266
2027,0,11,0.4997674524784088,0.5875580906867981
2027,0,12,0.5082744359970093,0.6064578294754028
2027,0,13,0.505457878112793,0.6375176310539246
2027,0,14,0.5171661972999573,0.6563342213630676
2027,0,15,0.5102073550224304,0.6717690825462341
2027,0,16,0.5221465229988098,0.695256769657135
2027,0,17,0.5284509062767029,0.7166078090667725
2027,0,18,0.5228360891342163,0.7439849972724915
2027,0,19,0.5223222374916077,0.7636752128601074
2027,0,20,0.5265718102455139,0.7625532746315002
2027,0,21,0.5368148684501648,0.7714488506317139
2027,0,22,0.5291355848312378,0.7901288270950317
2027,0,23,0.5497331619262695,0.7797247171401978
2027,0,24,0.5282336473464966,0.7773008346557617
2027,0,25,0.5102422833442688,0.7889858484268188
2027,0,26,0.48190948367118835,0.7856769561767578
2027,0,27,0.47509655356407166,0.7676503658294678
2027,0,28,0.4822988510131836,0.7790358066558838
2027,0,29,0.474835604429245,0.7632266283035278
2027,0,30,0.48232749104499817,0.7457447648048401
2027,0,31,0.45004233717918396,0.7367445826530457
2027,0,32,0.42400676012039185,0.7344899773597717
2027,0,33,0.4295429587364197,0.7183063626289368
2027,0,34,0.4232310652732849,0.733508288860321
2027,0,35,0.43693622946739197,0.713840901851654
2027,0,36,0.412728875875473,0.6934624314308167
2027,0,37,0.4185730516910553,0.6845396161079407
2027,0,38,0.4187855124473572,0.6790540814399719
2027,0,39,0.3902508616447449,0.6614472270011902
2027,0,40,0.3818386495113373,0.6693485379219055
2027,0,41,0.3832947313785553,0.7001783847808838
2027,0,42,0.3678622245788574,0.6817202568054199
2027,0,43,0.3832940459251404,0.6848656535148621
2027,0,44,0.37345588207244873,0.6878312230110168
2027,0,45,0.3560406267642975,0.6801871657371521
2027,0,46,0.36239495873451233,0.6596821546554565
2027,0,47,0.36807727813720703,0.6657968759536743
2027,0,48,0.3521406054496765,0.6633038520812988
2027,0,49,0.36590179800987244,0.6644693613052368
2027,0,50,0.37207120656967163,0.6768798232078552
2027,1,0,0.49385517835617065,0.505649209022522
2027,1,1,0.49876275658607483,0.5013895034790039
2027,1,2,0.5000059008598328,0.5013552308082581
2027,1,3,0.5025094747543335,0.49892231822013855
2027,1,4,0.4946579039096832,0.5060238242149353
2027,1,5,0.49227580428123474,0.5150170922279358
2027,1,6,0.4915887117385864,0.5218182802200317
2027,1,7,0.487722784280777,0.5382311344146729
2027,1,8,0.4944087862968445,0.5530861020088196
2027,1,9,0.49330228567123413,0.5692000985145569
2027,1,10,0.4908534586429596,0.5908596515655518
2027,1,11,0.4934876561164856,0.6109974384307861
2027,1,12,0.4883389472961426,0.6370557546615601
2027,1,13,0.5019571185112,0.6592103838920593
2027,1,14,0.4961032271385193,0.6795187592506409
2027,1,15,0.5005769729614258,0.6877882480621338
2027,1,16,0.5025375485420227,0.7081002593040466
2027,1,17,0.5088070631027222,0.7356035709381104
2027,1,18,0.504681408405304,0.7531259655952454
2027,1,19,0.5129432082176208,0.7643522024154663
2027,1,20,0.519067108631134,0.7796575427055359
2027,1,21,0.5135655403137207,0.7938555479049683
2027,1,22,0.5103543996810913,0.814630389213562
2027,1,23,0.5088540315628052,0.8063370585441589
2027,1,24,0.5039365291595459,0.8251861929893494
2027,1,25,0.4771101176738739,0.8081427812576294
2027,1,26,0.45591357350349426,0.8170610070228577
2027,1,27,0.44956445693969727,0.8033601641654968
2027,1,28,0.451437771320343,0.8086431622505188
2027,1,29,0.4374575614929199,0.8123456239700317
2027,1,30,0.42729729413986206,0.7957786917686462
2027,1,31,0.41938382387161255,0.7930520176887512
2027,1,32,0.4177308678627014,0.7898222804069519
2027,1,33,0.4071032702922821,0.7739778757095337
2027,1,34,0.41553959250450134,0.767570436000824
2027,1,35,0.38846921920776367,0.7565140128135681
2027,1,36,0.3881935775279999,0.7434414625167847
2027,1,37,0.3755420744419098,0.7542742490768433
2027,1,38,0.37526586651802063,0.740116536617279
2027,1,39,0.36803439259529114,0.7411426305770874
2027,1,40,0.3516705334186554,0.7222697734832764
2027,1,41,0.36268487572669983,0.6991841793060303
2027,1,42,0.35847461223602295,0.7057396769523621
2027,1,43,0.31543847918510437,0.6952534317970276
2027,1,44,0.32584258913993835,0.7019357681274414
2027,1,45,0.32120656967163086,0.6746235489845276
2027,1,46,0.31392809748649597,0.6789292693138123
2027,1,47,0.3200402855873108,0.6828716993331909
2027,1,48,0.31560349464416504,0.6823827028274536
2027,1,49,0.31420451402664185,0.6747235655784607
2027,1,50,0.30783748626708984,0.684052586555481
2027,1,51,0.3028014004230499,0.6670255661010742
2027,2,0,0.5027856230735779,0.49545353651046753
2027,2,1,0.5039282441139221,0.49372783303260803
2027,2,2,0.50260990858078,0.491585373878479
2027,2,3,0.5006247162818909,0.49533432722091675
2027,2,4,0.4956657588481903,0.49641403555870056
2027,2,5,0.49050015211105347,0.500984787940979
2027,2,6,0.49551495909690857,0.505262553691864
2027,2,7,0.49531012773513794,0.5183435082435608
2027,2,8,0.4934495985507965,0.5347048044204712
2027,2,9,0.49463558197021484,0.5450616478919983
2027,2,10,0.5008979439735413,0.5622224807739258
2027,2,11,0.5088912844657898,0.5721616744995117
2027,2,12,0.4974808990955353,0.5923009514808655
2027,2,13,0.500116765499115,0.622707724571228
2027,2,14,0.5083394050598145,0.6403464078903198
2027,2,15,0.5004037022590637,0.6671393513679504
2027,2,16,0.5262826085090637,0.6953957676887512
2027,2,17,0.5117008686065674,0.7147951722145081
2027,2,18,0.528469443321228,0.7338622212409973
2027,2,19,0.5223739743232727,0.7570173740386963
2027,2,20,0.5224412083625793,0.7667091488838196
2027,2,21,0.5304499864578247,0.760893702507019
2027,2,22,0.5306060314178467,0.7692323923110962
2027,2,23,0.5366227030754089,0.7794839143753052
2027,2,24,0.5257382988929749,0.7780128717422485
2027,2,25,0.5146074891090393,0.7665345668792725
2027,2,26,0.4952925741672516,0.7714595198631287
2027,2,27,0.46821412444114685,0.7677087187767029
2027,2,28,0.45553281903266907,0.7600053548812866
2027,2,29,0.45976346731185913,0.7583965063095093
2027,2,30,0.46264445781707764,0.7506673336029053
2027,2,31,0.4556252360343933,0.7325906157493591
